,timestamp,gps_timestamp,latitude,latitude_error,longitude,longitude_error,altitude,altitude_error,velocity,velocity_error,heading,heading_error,magnetic_declination,nsat,imu_timestamp,ax,ay,az,gx,gy,gz,compass_timestamp,compass_heading,barometer_timestamp,temperature,pressure,barometer_altitude,adc_timestamp,A0,A1,A2,A3,heart_rate,battery_voltage,North,East,Down,smoothed_velocity,smoothed_heading
0,1654383244.3330264,1654383244.0608795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383244.1531644,0.3232172241210937,-0.00718260498046875,7.673416320800781,-0.01800594370957403,0.0014567915622632716,-0.25190839694656486,1654383244.3168774,255.14649835549253,1654383244.1510954,30.838668311798244,99903.47045685863,0.1200804485966922,1654383244.0918763,5598,4897,4141,4890,5598,4897,0.0,-0.0,0.0,0.0,0.0
1,1654383246.1827807,1654383245.3154895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383246.0866995,0.3591302490234375,-0.01915361328125,7.594407666015624,-0.019404463609346775,0.002680496474564419,-0.48091603053435117,1654383246.0682955,255.16861414905756,1654383245.9559975,30.855966420129516,95750.35997443405,1.8287250294490576,1654383246.0005424,3592,4424,4162,4786,3592,4424,0.0,-0.0,0.0,0.0,0.0
2,1654383248.2924547,1654383248.0611897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383248.1665196,0.316034619140625,-0.04548983154296875,7.71890615234375,-0.019579278596818368,0.002097779849659111,-0.29770992366412213,1654383248.2608438,255.4561660065443,1654383248.2767177,30.827135380697985,99901.99427572986,0.12055847422124844,1654383248.0559447,3788,4880,4388,4589,3788,4880,0.0,-0.0,0.0,0.0,0.0
3,1654383250.7825706,1654383250.3861077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383250.6457026,0.24181436767578124,-0.023942016601562498,7.575254052734374,-0.01841384534700775,0.002097779849659111,-0.3969465648854962,1654383250.6629186,255.2475965866031,1654383250.5788317,30.850200555742322,99897.0772381395,-0.6500458196392422,1654383250.6349545,3583,4229,4193,4620,3583,4229,0.0,-0.0,0.0,0.0,0.0
4,1654383253.6232255,1654383253.3109095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383253.5256574,0.44053310546874996,-0.009576806640625,7.556100439453124,-0.018880018646932,0.002447409824602296,-0.3282442748091603,1654383253.6193392,255.2300416895767,1654383253.6184664,30.850200555742322,81590.5371812569,1.8267579642280563,1654383253.4462283,4241,4764,4893,4757,4241,4764,0.0,-0.0,0.0,0.0,0.0
5,1654383255.53646,1654383255.317898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383255.4442,0.41898529052734373,-0.0143652099609375,7.60398447265625,-0.019229648621875182,0.0025639531495833577,-0.5648854961832062,1654383255.4284208,255.16861414905756,1654383255.281708,30.867497633931627,109447.79333258641,0.12095309466056414,1654383255.223271,4529,4906,4866,4165,4529,4906,0.0,-0.0,0.0,0.0,0.0
6,1654383257.8540592,1654383257.3008895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383257.7102013,0.32082302246093747,-0.02154781494140625,7.752424975585937,-0.01853038867198881,0.0018646931996969872,-0.4122137404580153,1654383257.8493483,255.14649835549253,1654383257.8400915,30.873262983425445,99889.70075470855,0.12049526443065894,1654383257.5152965,4195,4181,4882,4898,4195,4181,0.0,-0.0,0.0,0.0,0.0
7,1654383259.5710528,1654383259.3081448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383259.4678109,0.26815058593749996,-0.04548983154296875,7.764395983886718,-0.020686440184138455,0.0026222248120738884,-0.2748091603053435,1654383259.4552968,255.5406048496815,1654383259.4612067,30.855966420129516,99902.00457046622,0.1318482009405464,1654383259.4628568,5639,4887,4576,4208,5639,4887,0.0,-0.0,0.0,0.0,0.0
8,1654383261.7693908,1654383261.3176441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383261.756375,0.20829554443359374,-0.055066638183593745,7.544129431152343,-0.01905483363440359,0.0033214847619602588,-0.3893129770992366,1654383261.6612291,255.16861414905756,1654383261.751124,30.90785147917087,99901.0259206968,0.119767204174005,1654383261.587083,5614,4274,4214,4758,5614,4274,0.0,-0.0,0.0,0.0,0.0
9,1654383263.944851,1654383263.3205364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383263.815028,0.33758243408203126,-0.009576806640625,7.596801867675781,-0.018821746984441466,0.0015150632247538022,-0.4122137404580153,1654383263.939716,255.39377310749285,1654383263.788666,30.8847931677958,99895.12047198169,0.11958053563326243,1654383263.821036,5581,4925,4900,4199,5581,4925,0.0,-0.0,0.0,0.0,0.0
10,1654383267.0108564,1654383266.3679698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1654383266.9121945,0.24899697265624998,-0.15322890625,7.625532287597656,-0.020220266884214206,0.0019812365246780488,-0.2748091603053435,1654383267.0027626,255.15154798182212,1654383266.8286684,30.902087158399326,99887.24167973021,0.11964253393296542,1654383266.7871904,5231,4726,4244,4767,5231,4726,0.0,-0.0,0.0,0.0,0.0
